,Player,Game,Pts*,XPA,XPM,FGA,FGM,50+,Week,Position,Year,Target
15,Sebastian Janikowski,SEA@LA,7.0,4,4,1,1,0,10,K,2018,9.0
16,Daniel Carlson,LAC@OAK,6.0,0,0,2,2,0,10,K,2018,11.0
17,Stephen Gostkowski,NE@TEN,6.0,1,1,2,1,1,10,K,2018,9.0
18,Jason Myers,BUF@NYJ,6.0,1,1,1,1,1,10,K,2018,9.0
19,Matt Prater,DET@CHI,6.0,1,1,1,1,1,10,K,2018,10.0
20,Greg Joseph,ATL@CLE,4.0,4,4,0,0,0,10,K,2018,5.0
21,Giorgio Tavecchio,ATL@CLE,4.0,1,1,1,1,0,10,K,2018,
22,Chandler Catanzaro,WAS@TB,3.0,0,0,3,1,0,10,K,2018,8.0
23,Graham Gano,CAR@PIT,3.0,3,3,0,0,0,10,K,2018,1.0
24,Adam Vinatieri,JAX@IND,3.0,3,3,1,0,0,10,K,2018,8.0
25,Randy Bullock,NO@CIN,2.0,2,2,0,0,0,10,K,2018,3.0
26,Phil Dawson,ARI@KC,2.0,2,2,0,0,0,10,K,2018,4.0
27,Cody Parkey,DET@CHI,2.0,4,2,2,0,0,10,K,2018,9.0
0,Matt Bryant,DAL@ATL,15.0,1,1,4,4,1,11,K,2018,5.0
1,Ka'imi Fairbairn,HOU@WAS,13.0,2,2,5,3,1,11,K,2018,10.0
2,Wil Lutz,PHI@NO,12.0,6,6,2,2,0,11,K,2018,7.0
3,Brett Maher,DAL@ATL,12.0,2,1,3,3,1,11,K,2018,7.0
4,Justin Tucker,CIN@BAL,12.0,1,1,3,3,1,11,K,2018,10.0
5,Greg Zuerlein,KC@LA,12.0,7,6,2,2,0,11,K,2018,12.0
6,Daniel Carlson,OAK@ARI,11.0,2,2,3,3,0,11,K,2018,5.0
7,Michael Badgley,DEN@LAC,10.0,2,1,3,3,0,11,K,2018,9.0
8,Josh Lambo,PIT@JAX,10.0,1,1,3,3,0,11,K,2018,3.0
9,Matt Prater,CAR@DET,10.0,2,2,2,2,1,11,K,2018,4.0
10,Aldrick Rosas,TB@NYG,10.0,5,5,1,1,1,11,K,2018,12.0
11,Harrison Butker,KC@LA,9.0,7,6,1,1,0,11,K,2018,12.0
12,Sebastian Janikowski,GB@SEA,9.0,3,3,2,2,0,11,K,2018,12.0
13,Cody Parkey,MIN@CHI,9.0,0,0,3,3,0,11,K,2018,5.0
14,Adam Vinatieri,TEN@IND,8.0,5,5,1,1,0,11,K,2018,9.0
15,Dan Bailey,MIN@CHI,6.0,0,0,2,2,0,11,K,2018,6.0
16,Mason Crosby,GB@SEA,6.0,3,3,2,1,0,11,K,2018,5.0
17,Brandon McManus,DEN@LAC,5.0,2,2,1,1,0,11,K,2018,6.0
18,Cairo Santos,TB@NYG,5.0,5,5,0,0,0,11,K,2018,9.0
19,Ryan Succop,TEN@IND,4.0,1,1,1,1,0,11,K,2018,5.0
20,Randy Bullock,CIN@BAL,3.0,3,3,1,0,0,11,K,2018,2.0
21,Dustin Hopkins,HOU@WAS,3.0,3,3,1,0,0,11,K,2018,5.0
22,Matthew McCrane,OAK@ARI,3.0,3,3,0,0,0,11,K,2018,10.0
23,Chris Boswell,PIT@JAX,2.0,2,2,0,0,0,11,K,2018,11.0
24,Jake Elliott,PHI@NO,1.0,1,1,0,0,0,11,K,2018,9.0
25,Graham Gano,CAR@DET,1.0,2,1,1,0,0,11,K,2018,9.0
0,Sebastian Janikowski,SEA@CAR,12.0,3,3,3,3,0,12,K,2018,7.0
1,Aldrick Rosas,NYG@PHI,12.0,1,1,3,3,1,12,K,2018,14.0
2,Chris Boswell,PIT@DEN,11.0,2,2,2,1,0,12,K,2018,6.0
3,Ka'imi Fairbairn,TEN@HOU,10.0,4,4,2,2,0,12,K,2018,19.0
4,Justin Tucker,OAK@BAL,10.0,4,4,2,2,0,12,K,2018,14.0
5,Michael Badgley,ARI@LAC,9.0,6,6,1,1,0,12,K,2018,5.0
6,Jake Elliott,NYG@PHI,9.0,0,0,3,3,0,12,K,2018,8.0
7,Graham Gano,SEA@CAR,9.0,3,3,3,2,0,12,K,2018,5.0
8,Stephen Gostkowski,NE@NYJ,9.0,3,3,2,2,0,12,K,2018,6.0
9,Jason Myers,NE@NYJ,9.0,1,1,2,2,1,12,K,2018,18.0
10,Cairo Santos,SF@TB,9.0,3,3,2,2,0,12,K,2018,6.0
11,Adam Vinatieri,MIA@IND,9.0,3,3,3,2,0,12,K,2018,8.0
12,Wil Lutz,ATL@NO,7.0,4,4,1,1,0,12,K,2018,4.0
13,Brett Maher,WAS@DAL,7.0,4,4,1,1,0,12,K,2018,7.0
14,Dan Bailey,GB@MIN,6.0,3,3,3,1,0,12,K,2018,4.0
15,Stephen Hauschka,JAX@BUF,6.0,3,3,1,1,0,12,K,2018,3.0
16,Brandon McManus,PIT@DEN,6.0,3,3,1,1,0,12,K,2018,6.0
17,Jason Sanders,MIA@IND,6.0,3,3,1,1,0,12,K,2018,3.0
18,Matt Bryant,ATL@NO,5.0,2,2,1,1,0,12,K,2018,4.0
19,Daniel Carlson,OAK@BAL,5.0,2,2,1,1,0,12,K,2018,11.0
20,Mason Crosby,GB@MIN,5.0,2,2,1,1,0,12,K,2018,5.0
21,Dustin Hopkins,WAS@DAL,5.0,3,2,1,1,0,12,K,2018,7.0
22,Greg Joseph,CLE@CIN,5.0,5,5,0,0,0,12,K,2018,1.0
23,Cody Parkey,CHI@DET,5.0,2,2,1,1,0,12,K,2018,9.0
24,Ryan Succop,TEN@HOU,5.0,2,2,1,1,0,12,K,2018,8.0
25,Phil Dawson,ARI@LAC,4.0,1,1,2,1,0,12,K,2018,
26,Matt Prater,CHI@DET,4.0,1,1,1,1,0,12,K,2018,10.0
27,Robbie Gould,SF@TB,3.0,1,0,1,1,0,12,K,2018,4.0
28,Josh Lambo,JAX@BUF,3.0,3,3,1,0,0,12,K,2018,6.0
29,Randy Bullock,CLE@CIN,2.0,3,2,1,0,0,12,K,2018,4.0
0,Ka'imi Fairbairn,CLE@HOU,19.0,2,2,5,5,1,13,K,2018,3.0
1,Jason Myers,NYJ@TEN,18.0,1,1,5,5,1,13,K,2018,9.0
2,Aldrick Rosas,CHI@NYG,14.0,3,3,3,3,1,13,K,2018,10.0
3,Justin Tucker,BAL@ATL,14.0,2,2,4,4,0,13,K,2018,6.0
4,Harrison Butker,KC@OAK,12.0,5,4,2,2,1,13,K,2018,9.0
5,Greg Zuerlein,LA@DET,12.0,3,3,3,3,0,13,K,2018,8.0
6,Daniel Carlson,KC@OAK,11.0,3,3,2,2,1,13,K,2018,6.0
7,Matt Prater,LA@DET,10.0,1,1,3,3,0,13,K,2018,5.0
8,Cody Parkey,CHI@NYG,9.0,3,3,2,2,0,13,K,2018,7.0
9,Jake Elliott,WAS@PHI,8.0,2,2,2,2,0,13,K,2018,5.0
10,Zane Gonzalez,ARI@GB,8.0,2,2,2,2,0,13,K,2018,3.0
11,Ryan Succop,NYJ@TEN,8.0,3,2,2,2,0,13,K,2018,6.0
12,Dustin Hopkins,WAS@PHI,7.0,1,1,2,2,0,13,K,2018,10.0
13,Sebastian Janikowski,SF@SEA,7.0,6,4,1,1,0,13,K,2018,7.0
14,Brett Maher,NO@DAL,7.0,1,1,2,2,0,13,K,2018,13.0
15,Chris Boswell,LAC@PIT,6.0,4,3,1,1,0,13,K,2018,3.0
16,Stephen Gostkowski,MIN@NE,6.0,3,3,2,1,0,13,K,2018,9.0
17,Josh Lambo,IND@JAX,6.0,0,0,2,2,0,13,K,2018,1.0
18,Brandon McManus,DEN@CIN,6.0,3,3,2,1,0,13,K,2018,2.0
19,Cairo Santos,CAR@TB,6.0,3,3,1,1,0,13,K,2018,2.0
20,Michael Badgley,LAC@PIT,5.0,2,2,2,1,0,13,K,2018,16.0
21,Mason Crosby,ARI@GB,5.0,2,2,2,1,0,13,K,2018,12.0
22,Graham Gano,CAR@TB,5.0,2,2,1,1,0,13,K,2018,4.0
23,Dan Bailey,MIN@NE,4.0,1,1,2,1,0,13,K,2018,1.0
24,Matt Bryant,BAL@ATL,4.0,1,1,1,1,0,13,K,2018,2.0
25,Randy Bullock,DEN@CIN,4.0,1,1,1,1,0,13,K,2018,9.0
26,Robbie Gould,SF@SEA,4.0,1,1,1,1,0,13,K,2018,8.0
27,Wil Lutz,NO@DAL,4.0,1,1,1,1,0,13,K,2018,8.0
28,Stephen Hauschka,BUF@MIA,3.0,1,0,2,1,0,13,K,2018,11.0
29,Jason Sanders,BUF@MIA,3.0,3,3,0,0,0,13,K,2018,4.0
30,Greg Joseph,CLE@HOU,1.0,1,1,0,0,0,13,K,2018,8.0
0,Michael Badgley,CIN@LAC,16.0,2,2,4,4,1,14,K,2018,3.0
1,Brett Maher,PHI@DAL,13.0,2,2,4,3,1,14,K,2018,0.0
2,Mason Crosby,ATL@GB,12.0,4,4,2,2,1,14,K,2018,9.0
3,Stephen Hauschka,NYJ@BUF,11.0,2,2,5,3,0,14,K,2018,2.0
4,Aldrick Rosas,NYG@WAS,10.0,5,4,2,2,0,14,K,2018,9.0
5,Randy Bullock,CIN@LAC,9.0,0,0,3,3,0,14,K,2018,12.0
6,Harrison Butker,BAL@KC,9.0,3,3,4,2,0,14,K,2018,4.0
7,Stephen Gostkowski,NE@MIA,9.0,4,3,3,2,0,14,K,2018,4.0
8,Jason Myers,NYJ@BUF,9.0,3,3,2,2,0,14,K,2018,4.0
9,Chandler Catanzaro,CAR@CLE,8.0,2,2,2,2,0,14,K,2018,1.0
10,Robbie Gould,DEN@SF,8.0,2,2,2,2,0,14,K,2018,14.0
11,Greg Joseph,CAR@CLE,8.0,3,2,2,2,0,14,K,2018,5.0
12,Wil Lutz,NO@TB,8.0,2,2,2,2,0,14,K,2018,6.0
13,Adam Vinatieri,IND@HOU,8.0,3,3,1,1,1,14,K,2018,11.0
14,Greg Zuerlein,LA@CHI,8.0,0,0,3,2,1,14,K,2018,11.0
15,Sebastian Janikowski,MIN@SEA,7.0,1,1,2,2,0,14,K,2018,5.0
16,Cody Parkey,LA@CHI,7.0,1,1,3,2,0,14,K,2018,6.0
17,Daniel Carlson,PIT@OAK,6.0,3,3,1,1,0,14,K,2018,12.0
18,Ryan Succop,JAX@TEN,6.0,4,3,1,1,0,14,K,2018,5.0
19,Justin Tucker,BAL@KC,6.0,3,3,1,1,0,14,K,2018,8.0
20,Jake Elliott,PHI@DAL,5.0,3,2,1,1,0,14,K,2018,14.0
21,Matt Prater,DET@ARI,5.0,2,2,1,1,0,14,K,2018,1.0
22,Jason Sanders,NE@MIA,4.0,4,4,0,0,0,14,K,2018,5.0
23,Chris Boswell,PIT@OAK,3.0,3,3,2,0,0,14,K,2018,5.0
24,Ka'imi Fairbairn,IND@HOU,3.0,3,3,0,0,0,14,K,2018,19.0
25,Zane Gonzalez,DET@ARI,3.0,0,0,2,1,0,14,K,2018,2.0
26,Matt Bryant,ATL@GB,2.0,3,2,1,0,0,14,K,2018,10.0
27,Brandon McManus,DEN@SF,2.0,2,2,0,0,0,14,K,2018,10.0
28,Cairo Santos,NO@TB,2.0,2,2,2,0,0,14,K,2018,6.0
29,Dan Bailey,MIN@SEA,1.0,1,1,1,0,0,14,K,2018,11.0
30,Josh Lambo,JAX@TEN,1.0,1,1,0,0,0,14,K,2018,8.0
0,Ka'imi Fairbairn,HOU@NYJ,19.0,2,2,5,5,1,15,K,2018,6.0
1,Jake Elliott,PHI@LA,14.0,3,3,4,3,1,15,K,2018,8.0
2,Robbie Gould,SEA@SF,14.0,2,2,4,4,0,15,K,2018,9.0
3,Randy Bullock,OAK@CIN,12.0,3,3,3,3,0,15,K,2018,6.0
4,Daniel Carlson,OAK@CIN,12.0,1,1,3,3,1,15,K,2018,9.0
5,Dan Bailey,MIA@MIN,11.0,5,5,2,2,0,15,K,2018,9.0
6,Adam Vinatieri,DAL@IND,11.0,2,2,3,3,0,15,K,2018,4.0
7,Greg Zuerlein,PHI@LA,11.0,2,2,3,3,0,15,K,2018,7.0
8,Matt Bryant,ARI@ATL,10.0,4,4,2,2,0,15,K,2018,6.0
9,Dustin Hopkins,WAS@JAX,10.0,1,1,3,3,0,15,K,2018,12.0
10,Brandon McManus,CLE@DEN,10.0,1,1,3,3,0,15,K,2018,2.0
11,Mason Crosby,GB@CHI,9.0,0,0,3,3,0,15,K,2018,12.0
12,Justin Tucker,TB@BAL,8.0,2,2,2,2,0,15,K,2018,12.0
13,Kai Forbath,WAS@JAX,7.0,1,1,2,2,0,15,K,2018,5.0
14,Wil Lutz,NO@CAR,6.0,0,0,2,2,0,15,K,2018,7.0
15,Cody Parkey,GB@CHI,6.0,3,3,1,1,0,15,K,2018,2.0
16,Cairo Santos,TB@BAL,6.0,0,0,2,2,0,15,K,2018,8.0
17,Chris Boswell,NE@PIT,5.0,2,2,2,1,0,15,K,2018,8.0
18,Sebastian Janikowski,SEA@SF,5.0,3,2,1,1,0,15,K,2018,8.0
19,Greg Joseph,CLE@DEN,5.0,2,2,1,1,0,15,K,2018,8.0
20,Jason Sanders,MIA@MIN,5.0,2,2,1,1,0,15,K,2018,1.0
21,Ryan Succop,TEN@NYG,5.0,2,2,2,1,0,15,K,2018,7.0
22,Harrison Butker,LAC@KC,4.0,4,4,0,0,0,15,K,2018,13.0
23,Stephen Gostkowski,NE@PIT,4.0,1,1,1,1,0,15,K,2018,6.0
24,Jason Myers,HOU@NYJ,4.0,3,1,1,1,0,15,K,2018,8.0
25,Michael Badgley,LAC@KC,3.0,3,3,0,0,0,15,K,2018,4.0
26,Zane Gonzalez,ARI@ATL,2.0,2,2,0,0,0,15,K,2018,3.0
27,Stephen Hauschka,DET@BUF,2.0,2,2,0,0,0,15,K,2018,6.0
28,Chandler Catanzaro,NO@CAR,1.0,1,1,0,0,0,15,K,2018,6.0
29,Matt Prater,DET@BUF,1.0,1,1,1,0,0,15,K,2018,9.0
30,Brett Maher,DAL@IND,0.0,0,0,1,0,0,15,K,2018,11.0
0,Harrison Butker,KC@SEA,13.0,2,2,3,3,1,16,K,2018,5.0
1,Mason Crosby,GB@NYJ,12.0,3,3,3,3,0,16,K,2018,4.0
2,Dustin Hopkins,WAS@TEN,12.0,1,1,3,3,1,16,K,2018,9.0
3,Justin Tucker,BAL@LAC,12.0,1,1,5,3,1,16,K,2018,14.0
4,Brett Maher,TB@DAL,11.0,3,3,2,2,1,16,K,2018,4.0
5,Dan Bailey,MIN@DET,9.0,3,3,2,2,0,16,K,2018,4.0
6,Daniel Carlson,DEN@OAK,9.0,3,3,2,2,0,16,K,2018,5.0
7,Robbie Gould,CHI@SF,9.0,0,0,3,3,0,16,K,2018,6.0
8,Matt Prater,MIN@DET,9.0,0,0,3,3,0,16,K,2018,13.0
9,Aldrick Rosas,NYG@IND,9.0,3,3,2,2,0,16,K,2018,9.0
10,Chris Boswell,PIT@NO,8.0,2,2,2,2,0,16,K,2018,3.0
11,Jake Elliott,HOU@PHI,8.0,3,2,2,2,0,16,K,2018,6.0
12,Sebastian Janikowski,KC@SEA,8.0,5,5,2,1,0,16,K,2018,9.0
13,Greg Joseph,CIN@CLE,8.0,3,2,2,2,0,16,K,2018,6.0
14,Jason Myers,GB@NYJ,8.0,5,5,2,1,0,16,K,2018,3.0
15,Cairo Santos,TB@DAL,8.0,2,2,3,2,0,16,K,2018,8.0
16,Wil Lutz,PIT@NO,7.0,4,4,2,1,0,16,K,2018,2.0
17,Ryan Succop,WAS@TEN,7.0,2,1,2,2,0,16,K,2018,5.0
18,Greg Zuerlein,LA@ARI,7.0,4,4,2,1,0,16,K,2018,14.0
19,Matt Bryant,ATL@CAR,6.0,3,3,1,1,0,16,K,2018,10.0
20,Randy Bullock,CIN@CLE,6.0,1,1,1,1,1,16,K,2018,7.0
21,Chandler Catanzaro,ATL@CAR,6.0,1,1,1,1,1,16,K,2018,11.0
22,Ka'imi Fairbairn,HOU@PHI,6.0,4,3,1,1,0,16,K,2018,8.0
23,Stephen Gostkowski,BUF@NE,6.0,3,3,1,1,0,16,K,2018,8.0
24,Stephen Hauschka,BUF@NE,6.0,0,0,3,2,0,16,K,2018,6.0
25,Kai Forbath,JAX@MIA,5.0,2,2,2,1,0,16,K,2018,3.0
26,Michael Badgley,BAL@LAC,4.0,1,1,1,1,0,16,K,2018,3.0
27,Adam Vinatieri,NYG@IND,4.0,4,4,0,0,0,16,K,2018,11.0
28,Zane Gonzalez,LA@ARI,3.0,1,0,2,1,0,16,K,2018,14.0
29,Brandon McManus,DEN@OAK,2.0,2,2,1,0,0,16,K,2018,3.0
30,Cody Parkey,CHI@SF,2.0,2,2,1,0,0,16,K,2018,4.0
31,Jason Sanders,JAX@MIA,1.0,1,1,1,0,0,16,K,2018,5.0
0,Zane Gonzalez,ARI@SEA,14.0,1,1,3,3,2,17,K,2018,13.0
1,Justin Tucker,CLE@BAL,14.0,2,2,4,4,0,17,K,2018,11.0
2,Greg Zuerlein,SF@LA,14.0,6,6,2,2,1,17,K,2018,14.0
3,Matt Prater,DET@GB,13.0,4,4,1,1,0,17,K,2018,11.0
4,Chandler Catanzaro,CAR@NO,11.0,4,3,2,2,1,17,K,2018,
5,Adam Vinatieri,IND@TEN,11.0,4,3,2,2,1,17,K,2018,4.0
6,Matt Bryant,ATL@TB,10.0,4,4,2,2,0,17,K,2018,8.0
7,Matthew McCrane,CIN@PIT,10.0,1,1,3,3,0,17,K,2018,
8,Sebastian Janikowski,ARI@SEA,9.0,3,3,2,2,0,17,K,2018,
9,Aldrick Rosas,DAL@NYG,9.0,3,3,2,2,0,17,K,2018,5.0
10,Ka'imi Fairbairn,JAX@HOU,8.0,2,2,2,2,0,17,K,2018,4.0
11,Stephen Gostkowski,NYJ@NE,8.0,5,5,1,1,0,17,K,2018,15.0
12,Cairo Santos,ATL@TB,8.0,2,2,2,2,0,17,K,2018,13.0
13,Randy Bullock,CIN@PIT,7.0,1,1,2,2,0,17,K,2018,8.0
14,Jake Elliott,PHI@WAS,6.0,3,3,1,1,0,17,K,2018,6.0
15,Robbie Gould,SF@LA,6.0,3,3,1,1,0,17,K,2018,11.0
16,Stephen Hauschka,MIA@BUF,6.0,6,6,1,0,0,17,K,2018,5.0
17,Greg Joseph,CLE@BAL,6.0,3,3,2,1,0,17,K,2018,4.0
18,Harrison Butker,OAK@KC,5.0,5,5,0,0,0,17,K,2018,16.0
19,Daniel Carlson,OAK@KC,5.0,0,0,1,1,1,17,K,2018,6.0
20,Jason Sanders,MIA@BUF,5.0,2,2,1,1,0,17,K,2018,6.0
21,Ryan Succop,IND@TEN,5.0,2,2,1,1,0,17,K,2018,2.0
22,Dan Bailey,CHI@MIN,4.0,1,1,1,1,0,17,K,2018,4.0
23,Brett Maher,DAL@NYG,4.0,4,4,1,0,0,17,K,2018,5.0
24,Cody Parkey,CHI@MIN,4.0,2,1,1,1,0,17,K,2018,5.0
25,Michael Badgley,LAC@DEN,3.0,3,3,0,0,0,17,K,2018,14.0
26,Kai Forbath,JAX@HOU,3.0,0,0,1,1,0,17,K,2018,4.0
27,Brandon McManus,LAC@DEN,3.0,0,0,1,1,0,17,K,2018,10.0
28,Jason Myers,NYJ@NE,3.0,0,0,1,1,0,17,K,2018,3.0
29,Wil Lutz,CAR@NO,2.0,2,2,0,0,0,17,K,2018,14.0
0,Harrison Butker,KC@JAX,16.0,4,4,4,4,0,1,K,2019,4.0
1,Stephen Gostkowski,PIT@NE,15.0,3,3,4,4,0,1,K,2019,7.0
2,Wil Lutz,HOU@NO,14.0,3,3,4,3,1,1,K,2019,11.0
3,Greg Zuerlein,LA@CAR,14.0,3,3,4,3,1,1,K,2019,9.0
4,Zane Gonzalez,DET@ARI,13.0,1,1,4,4,0,1,K,2019,9.0
5,Cairo Santos,TEN@CLE,13.0,5,5,2,2,1,1,K,2019,5.0
6,Robbie Gould,SF@TB,11.0,2,2,4,3,0,1,K,2019,11.0
7,Matt Prater,DET@ARI,11.0,3,3,2,2,1,1,K,2019,1.0
8,Joey Slye,LA@CAR,11.0,3,3,3,2,1,1,K,2019,16.0
9,Justin Tucker,BAL@MIA,11.0,8,8,1,1,0,1,K,2019,13.0
10,Brandon McManus,DEN@OAK,10.0,1,1,4,3,0,1,K,2019,6.0
11,Dustin Hopkins,WAS@PHI,9.0,3,3,2,2,0,1,K,2019,3.0
12,Randy Bullock,CIN@SEA,8.0,2,2,3,2,0,1,K,2019,5.0
13,Josh Lambo,KC@JAX,8.0,2,2,2,2,0,1,K,2019,6.0
14,Daniel Carlson,DEN@OAK,6.0,3,3,1,1,0,1,K,2019,4.0
15,Jake Elliott,WAS@PHI,6.0,3,3,1,1,0,1,K,2019,6.0
16,Jason Sanders,BAL@MIA,6.0,1,1,1,1,1,1,K,2019,6.0
17,Matt Gay,SF@TB,5.0,2,2,1,1,0,1,K,2019,8.0
18,Stephen Hauschka,BUF@NYJ,5.0,2,2,1,1,0,1,K,2019,4.0
19,Brett Maher,NYG@DAL,5.0,5,5,0,0,0,1,K,2019,7.0
20,Aldrick Rosas,NYG@DAL,5.0,2,2,1,1,0,1,K,2019,2.0
21,Dan Bailey,ATL@MIN,4.0,4,4,0,0,0,1,K,2019,4.0
22,Mason Crosby,GB@CHI,4.0,1,1,1,1,0,1,K,2019,3.0
23,Ka'imi Fairbairn,HOU@NO,4.0,4,4,0,0,0,1,K,2019,7.0
24,Adam Vinatieri,IND@LAC,4.0,2,1,3,1,0,1,K,2019,1.0
25,Chris Boswell,PIT@NE,3.0,0,0,1,1,0,1,K,2019,8.0
26,Jason Myers,CIN@SEA,3.0,3,3,0,0,0,1,K,2019,4.0
27,Eddy Pineiro,GB@CHI,3.0,0,0,1,1,0,1,K,2019,14.0
28,Austin Seibert,TEN@CLE,1.0,2,1,0,0,0,1,K,2019,11.0
0,Joey Slye,TB@CAR,16.0,0,0,4,4,2,2,K,2019,8.0
1,Eddy Pineiro,CHI@DEN,14.0,1,1,3,3,2,2,K,2019,7.0
2,Justin Tucker,ARI@BAL,13.0,2,2,3,3,1,2,K,2019,4.0
3,Robbie Gould,SF@CIN,11.0,5,5,3,2,0,2,K,2019,6.0
4,Wil Lutz,NO@LA,11.0,0,0,3,3,1,2,K,2019,3.0
5,Austin Seibert,CLE@NYJ,11.0,2,2,3,3,0,2,K,2019,7.0
6,Zane Gonzalez,ARI@BAL,9.0,0,0,3,3,0,2,K,2019,8.0
7,Greg Zuerlein,NO@LA,9.0,3,3,2,2,0,2,K,2019,10.0
8,Chris Boswell,SEA@PIT,8.0,2,2,2,2,0,2,K,2019,8.0
9,Matt Bryant,PHI@ATL,8.0,3,3,2,1,1,2,K,2019,6.0
10,Matt Gay,TB@CAR,8.0,2,2,3,2,0,2,K,2019,15.0
11,Ka'imi Fairbairn,JAX@HOU,7.0,1,1,2,2,0,2,K,2019,3.0
12,Stephen Gostkowski,NE@MIA,7.0,6,4,2,1,0,2,K,2019,6.0
13,Brett Maher,DAL@WAS,7.0,4,4,1,1,0,2,K,2019,7.0
14,Jake Elliott,PHI@ATL,6.0,0,0,2,2,0,2,K,2019,6.0
15,Josh Lambo,JAX@HOU,6.0,0,0,2,2,0,2,K,2019,8.0
16,Brandon McManus,CHI@DEN,6.0,0,0,2,2,0,2,K,2019,4.0
17,Randy Bullock,SF@CIN,5.0,2,2,2,1,0,2,K,2019,5.0
18,Cairo Santos,IND@TEN,5.0,2,2,2,1,0,2,K,2019,1.0
19,Dan Bailey,MIN@GB,4.0,2,1,2,1,0,2,K,2019,12.0
20,Harrison Butker,KC@OAK,4.0,4,4,0,0,0,2,K,2019,9.0
21,Daniel Carlson,KC@OAK,4.0,1,1,1,1,0,2,K,2019,2.0
22,Stephen Hauschka,BUF@NYG,4.0,4,4,0,0,0,2,K,2019,7.0
23,Jason Myers,SEA@PIT,4.0,4,4,1,0,0,2,K,2019,3.0
24,Mason Crosby,MIN@GB,3.0,3,3,0,0,0,2,K,2019,9.0
25,Sam Ficken,CLE@NYJ,3.0,0,0,1,1,0,2,K,2019,2.0
26,Dustin Hopkins,DAL@WAS,3.0,3,3,0,0,0,2,K,2019,3.0
27,Aldrick Rosas,BUF@NYG,2.0,2,2,1,0,0,2,K,2019,6.0
28,Matt Prater,LAC@DET,1.0,2,1,1,0,0,2,K,2019,9.0
29,Adam Vinatieri,IND@TEN,1.0,3,1,0,0,0,2,K,2019,9.0
0,Matt Gay,NYG@TB,15.0,3,1,5,4,1,3,K,2019,15.0
1,Dan Bailey,OAK@MIN,12.0,4,4,2,2,1,3,K,2019,14.0
2,Greg Zuerlein,LA@CLE,10.0,2,2,3,2,1,3,K,2019,12.0
3,Harrison Butker,BAL@KC,9.0,4,3,2,2,0,3,K,2019,10.0
4,Mason Crosby,DEN@GB,9.0,3,3,3,2,0,3,K,2019,9.0
5,Matt Prater,DET@PHI,9.0,3,3,3,2,0,3,K,2019,14.0
6,Adam Vinatieri,ATL@IND,9.0,3,3,2,2,0,3,K,2019,6.0
7,Chris Boswell,PIT@SF,8.0,2,2,2,2,0,3,K,2019,9.0
8,Zane Gonzalez,CAR@ARI,8.0,2,2,2,2,0,3,K,2019,4.0
9,Josh Lambo,TEN@JAX,8.0,2,2,2,2,0,3,K,2019,14.0
10,Joey Slye,CAR@ARI,8.0,5,5,1,1,0,3,K,2019,12.0
11,Stephen Hauschka,CIN@BUF,7.0,1,1,3,2,0,3,K,2019,4.0
12,Brett Maher,MIA@DAL,7.0,4,4,2,1,0,3,K,2019,4.0
13,Eddy Pineiro,CHI@WAS,7.0,4,4,2,1,0,3,K,2019,10.0
14,Austin Seibert,LA@CLE,7.0,1,1,2,2,0,3,K,2019,10.0
15,Matt Bryant,ATL@IND,6.0,3,3,1,1,0,3,K,2019,4.0
16,Jake Elliott,DET@PHI,6.0,3,3,1,1,0,3,K,2019,4.0
17,Stephen Gostkowski,NYJ@NE,6.0,4,3,1,1,0,3,K,2019,4.0
18,Robbie Gould,PIT@SF,6.0,3,3,1,1,0,3,K,2019,7.0
19,Aldrick Rosas,NYG@TB,6.0,3,3,1,1,0,3,K,2019,6.0
20,Jason Sanders,MIA@DAL,6.0,0,0,3,2,0,3,K,2019,4.0
21,Randy Bullock,CIN@BUF,5.0,2,2,1,1,0,3,K,2019,3.0
22,Brandon McManus,DEN@GB,4.0,2,1,1,1,0,3,K,2019,6.0
23,Justin Tucker,BAL@KC,4.0,1,1,1,1,0,3,K,2019,5.0
24,Ka'imi Fairbairn,HOU@LAC,3.0,4,3,1,0,0,3,K,2019,4.0
25,Dustin Hopkins,CHI@WAS,3.0,0,0,2,1,0,3,K,2019,3.0
26,Wil Lutz,NO@SEA,3.0,4,3,0,0,0,3,K,2019,12.0
27,Jason Myers,NO@SEA,3.0,3,3,0,0,0,3,K,2019,9.0
28,Daniel Carlson,OAK@MIN,2.0,2,2,1,0,0,3,K,2019,7.0
29,Sam Ficken,NYJ@NE,2.0,2,2,0,0,0,3,K,2019,0.0
30,Cairo Santos,TEN@JAX,1.0,1,1,0,0,0,3,K,2019,6.0
0,Matt Gay,TB@LA,15.0,7,7,2,2,1,4,K,2019,6.0
1,Josh Lambo,JAX@DEN,14.0,2,2,4,4,0,4,K,2019,9.0
2,Matt Prater,KC@DET,14.0,3,3,3,3,1,4,K,2019,20.0
3,Wil Lutz,DAL@NO,12.0,0,0,4,4,0,4,K,2019,7.0
4,Joey Slye,CAR@HOU,12.0,1,1,3,3,1,4,K,2019,4.0
5,Greg Zuerlein,TB@LA,12.0,4,4,2,2,1,4,K,2019,11.0
6,Harrison Butker,KC@DET,10.0,4,4,3,2,0,4,K,2019,7.0
7,Eddy Pineiro,MIN@CHI,10.0,1,1,3,3,0,4,K,2019,3.0
8,Austin Seibert,CLE@BAL,10.0,4,4,2,2,0,4,K,2019,3.0
